,Tweets,cleanedTweets
950,@spinte8 @RektEli @DudeJLebowski @NewCryptoGuide @GrindingPoet @gregzaj1 @greek_prick @Cryptic_Oz This chart is at least 1 year old 😂 why are you afraid to show one that has all of the history of crypto up until today?,        This chart is at least 1 year old 😂 why are you afraid to show one that has all of the history of crypto up until today?
951,"$XRP circulation has dropped by 10 Billion… is this the settlement fee?! (Was 45 Billion up until today)

#XRP #Ripple #crypto #cryptocurrencies #cryptocurrency #altcoin #altcoins #xrparmy #xrpcommmunity #cryptotrading #coinbase #SecvsRipple https://t.co/2dcJ8JtiJV",$XRP circulation has dropped by 10 Billion… is this the settlement fee?! (Was 45 Billion up until today)  XRP Ripple crypto cryptocurrencies cryptocurrency altcoin altcoins xrparmy xrpcommmunity cryptotrading coinbase SecvsRipple 
952,1) I overheard a conversation on the elevators about this paid group. $250 in and the guy was bragging they do short term strategies and easily 4x constantly. I never heard anyone in my building talk crypto until today.,1) I overheard a conversation on the elevators about this paid group. $250 in and the guy was bragging they do short term strategies and easily 4x constantly. I never heard anyone in my building talk crypto until today.
953,@the_crypto_hobo You and @candicejean could Netflix and eat ice cream together. I've never heard of this until today and its both of your favorites., You and  could Netflix and eat ice cream together. I've never heard of this until today and its both of your favorites.
954,"""tips &amp; trick sebelum massive crypto adoption.......kau buy before binance listing je confirm after listing benda ni meroket masuk kolam baru 100% valid until today"" - mamak kari kaw","""tips &amp; trick sebelum massive crypto adoption.......kau buy before binance listing je confirm after listing benda ni meroket masuk kolam baru 100% valid until today"" - mamak kari kaw"
955,"Move it along until today and rescale to fit the current pump, makes it all look flat and not really volatile right? that's the crypto effect as I think I'm gonna call it :). Grats on your gains, remember to take at least initial out. https://t.co/UeMLemGRkG","Move it along until today and rescale to fit the current pump, makes it all look flat and not really volatile right? that's the crypto effect as I think I'm gonna call it :). Grats on your gains, remember to take at least initial out. "
956,"6/Many people who are misprice from $ETH gas can use $CAKE, and this onboard them to #crypto for the first time ...

Even until today where $ETH gas price already 'cheap', last night one of my family member who wants to swap $B20 on $UNI and $15 for gas, 

Decided not to ... https://t.co/uY5Ps8fdVH","6/Many people who are misprice from $ETH gas can use $CAKE, and this onboard them to crypto for the first time ...  Even until today where $ETH gas price already 'cheap', last night one of my family member who wants to swap $B20 on $UNI and $15 for gas,   Decided not to ... "
957,"@jordanfish This is what crypto should be more about and not the constant fights between projects, chains and maxis. Jordan is singlehandedly changing people's lives in a way not seen until today. If you don't appreciate this, than you just don't get it. You ngmi. Ty @CryptoCobain 🙏🙌👑"," This is what crypto should be more about and not the constant fights between projects, chains and maxis. Jordan is singlehandedly changing people's lives in a way not seen until today. If you don't appreciate this, than you just don't get it. You ngmi. Ty  🙏🙌👑"
958,@OakenshieldVGX @TEngelkingvgx @Bitboy_Crypto @investvoyager I didnt even know they had a coin until today!,    I didnt even know they had a coin until today!
959,"I bought $QUICK on Feb 28 and then forgot about it until today. And when I say 'forgot about it' I mean ; 'watched in absolute horror throughout all of March most of April as price dug into the ground like a mole', and then forgot about on April 20th. Until today.

#DeFi #Crypto https://t.co/c4rEbBkCgn","I bought $QUICK on Feb 28 and then forgot about it until today. And when I say 'forgot about it' I mean ; 'watched in absolute horror throughout all of March most of April as price dug into the ground like a mole', and then forgot about on April 20th. Until today.  DeFi Crypto "
960,"OMG this is huge!!! 🤩 With this project, #NFT's can be transferred onto different chains without massive fees!

There's never been an attempt to do this until today. Great work, @PolkaRare! And to your partners too!!!

#crypto #blockchain #nftart #NFTCommunity @okex #okex https://t.co/WYkd2bX7vk","OMG this is huge!!! 🤩 With this project, NFT's can be transferred onto different chains without massive fees!  There's never been an attempt to do this until today. Great work, ! And to your partners too!!!  crypto blockchain nftart NFTCommunity  okex "
961,@biolaodetola Lol.   It's artificial right now.   It's all crypto which has been a joke until today.   They're noticing their flaws and changing which is good., Lol.   It's artificial right now.   It's all crypto which has been a joke until today.   They're noticing their flaws and changing which is good.
962,"@DavidSonstebo Wow David, my last respect for you is gone. You know what day today is. Im glad that Dom and others did overtake the IOTA project. They focus on finding solutions and get work done. You and CfB only talked, talked, talked and rightfully got critics from crypto space until today."," Wow David, my last respect for you is gone. You know what day today is. Im glad that Dom and others did overtake the IOTA project. They focus on finding solutions and get work done. You and CfB only talked, talked, talked and rightfully got critics from crypto space until today."
963,@TelloProfits @EszterFulop3 @nchan1225 @refinableapp I realise you guys are new to crypto space...if not then you have not learned nothing until today...something it is just what it seems...a huge pile of dump,    I realise you guys are new to crypto space...if not then you have not learned nothing until today...something it is just what it seems...a huge pile of dump
964,"@creativejace Not a fan of the SEC because of that last minute shit show they started with #XRP but the #kin case is closed and regulatory clarity was given last year. Just a reminder, only 3 crypto currency’s reached SEC clarity until today; #BTC #ETH and... yeb #KIN"," Not a fan of the SEC because of that last minute shit show they started with XRP but the kin case is closed and regulatory clarity was given last year. Just a reminder, only 3 crypto currency’s reached SEC clarity until today; BTC ETH and... yeb KIN"
